author,content,cover,works
,"有些人的出现，注定是一场没有结局的烟火，转瞬即逝，却照亮了那年的星空
珍惜所有的不期而遇，看淡所有的不辞而别",https://static.juzicon.com/contribute/image-6b3d8ee9-bab1-43f8-80b9-0f229bd09589-201006192005-HLDV.jpg,
,我们曾经也错过许多美好的东西，何不抬头仰望偌大的星空，感受一下那种心痛，也许也是一种幸福。,,《星空》
,只要抬头望着星空，世界就会变得好大好大！,,《星空》
王尔德,"We are all in the gutter, but some of us are looking at the stars. 我们都在阴沟里，但仍有人仰望星空。",,
,以后大概也不敢再仰望星空了吧，哪些星星，都是叶缇的眼泪啊，那么多，那么多。,,《夜空里的星是她的泪》
,“我仰望过你的星空，穿过百年时间在相逢。”,https://static.juzicon.com/contribute/image-14e11055-55cf-49b4-8ec1-9b0156e070e7-210625183831-A6BW.jpeg,
席慕蓉,"“回顾”固然可以让我重温那些如水的月色，      但是，如果只坚持不断地“回顾”下去，                 终于会使我错过了我的今夜，                        和这一夜里满天的星空。",,《丰饶的园林》
,仰望星空，是梦想；回首足迹，是过往；正视现实，是当下。人总应该乘风破浪，朝着自己的信念一路扬帆远航！,,
康德,觉师发得叫去会只这把上唯有叫去会大年地向上觉师发得能个真我们的她想她心受到深深的震撼，一是我们头顶浩瀚灿烂的星空，一是我们心中崇能于的道德法则。,,《实来践有她想种发性批判》
尼采,我爱那一种人，他们不向星空的那边寻求没落和牺牲的理由，他们只向大地献身,,《查拉图斯特拉如是说》
,漫夜的星空中我只钟情于你，因为你是我的一切,https://static.juzicon.com/contribute/image-1e4ccb3c-2565-4bfc-8ba9-c2af33a56993-210625203929-3SJR.jpg,
,当你凝视星空时，你会发现不一样的宝藏一小时过去，你就会发现，我让你看的并不是星星，而是无尽的未来，和永不停流的时间。,https://static.juzicon.com/contribute/image-8da751c8-7bad-4e26-882e-8def9c3a495f-210625213803-501J.jpeg,
,"星空，再见；你好，现实。现实，再见；你好，星空。",,《星空日记》
,听着 星空日落固然很美 但也比不上你一个眼眸让我心动,https://static.juzicon.com/contribute/image-62c3b87b-0daa-4b4b-a219-cb77f4adee63-210703223846-FFID.jpg,
,小时候，和爷爷奶奶住在山上，爷爷常常和我说，只要抬头看着星空，世界就会变得好大好大。,,《星空》
,星空孤寂，爱有天意。为何总是孤独得聚在一起，天亮之后又各奔东西。,,
,今日我卑微如尘土，可奋斗的汗水，终使我仰望星空的璀璨,,
,记住要仰望星空，不要低头看脚下。无论生活如何艰难，请保持一颗好奇心。你总会找到自己的路和属于自己的成功。,,
,黄桃罐头保质期是15个月 可乐要在打开后24小时喝掉 吻痕大概一周就能消失 两个人在一起三个月才算过了磨合期 似乎一切都有期限 这样多无趣 我还是喜欢一切没有规律可循的事情 比方说我躺在树上看星空 你突然就掉下来砸在我怀里,,《网易云音乐》
风凌天下,人道女儿莫轻舞；人言轻舞一生苦；苍穹星空多少年，红尘天下谁不苦？女儿一生莫轻舞，岂能惧苦便不舞？一生难得有情郎；苦断肝肠为他舞；今生今世为君舞，哪怕今生一生苦；生生世世为君舞，我说值得便不苦……,,《傲世九重天》
廖一梅,"别怕 我要带你走 在池沼上面 在幽谷上面 越过山和森林 越过云和大海越过太阳那边 越过轻云之外 越过星空世界的无涯极限 凌驾于生活之上前面就是一望无际的非洲草原 夕阳挂在长颈鹿绵长的脖子上 万物都在雨季来临时焕发生机",,《柔软》
,"蓦然的回首只剩微风
吹拂了曾经的那片星空
就算我 离开了
心依然翻涌——《蓦然》",https://static.juzicon.com/contribute/image-92d99688-d1b0-47e4-b507-d4c2c9ab266a-210704212555-NUSA.jpeg,
,我曾是一个臭名昭著的女魔头，我因一个人而改变了许多，我不再抢小孩的糖葫芦，大家也不再怕我；我曾在一个人的眼中看到过一片星海，我为之沉迷，在他离开后，我为了寻找他的影子，不敢错过任何一个夜里的星空，可却再也没看到过那样的璀璨。——路招摇,,《招摇》电视剧
,三千尺星空的光辉映照不出骑士的身影，璀璨中徒留海盗思故人。,,《凹凸世界》
,“星空没有边际，黑暗与之而行，白鸽飞掠百花大教堂上空，乔托钟塔的钟声引得玫瑰怒放，佛罗伦萨的文艺复兴，那是我赠与你的情书。”,,《我只喜欢你的人设》
有马公生,你说的话，每一句都像星辰一般洒落下来。独自仰望的星空，像要被吞噬一样让人害怕；和渡仰望的星空变幻无常；和椿仰望的星空，永无止境地闪耀，带着隐隐的不安。和你仰望的星空，是怎样的呢？,,《四月是你的谎言》
,我的网名是“婷子躺在向日葵上看星空”，就算是黑夜，我的世界里阳光依旧，因为我在向日葵上。,,
几米,等浓雾散去后，就可以看到最美丽的星空了。,,《星空》
卢丽莉,那些在曾经的岁月里感到非常悲伤非常寂寞的自己，那些在曾经的岁月里被伤得每一块骨头都支离破碎的自己，看着喜剧却笑着笑着哭了起来的自己，在低回的红色天空里看着空旷的操场的自己，仰望星空觉得遥远觉得无能为力的自己。沉寂在往昔岁月里的自己，都在这样一个时刻，朝着现在的自己蜂拥而来。,,《蔷薇求救讯号》
熊培云,只实将人你站得足够会一主，好了好大将没子月小格国这发现，大以利么是星空的一部分。,,《思想国》
,深夜繁星坠落心谷，抬头仰望星空，依然唯美静谧，你在我心中太重要，别人碰一下我都觉得是抢。,,
康德,"“在这个世界上，有两样东西值得我们仰望终生，一是我们头顶上璀璨的星空，二是人们心中高尚的道德律。”星空因其寥廓深邃，让我们仰望和敬畏；道德因其庄严而圣洁，值得我们一生坚守。",,
,"我，望窗，也望天，望不到星空，只望得到灰蒙蒙也并不皎洁的月，拉紧窗帘，翻身摊到床上，闭眼，试着什么也不回忆，就这样，淡淡的，入睡，我说，晚安世界，世界却从未晚安",,
,"星空に魅せられて野山は霧も灯りも帰人もいました
星空迷上了山野 有雾有灯也有归人",https://static.juzicon.com/contribute/image-e2f7b428-f228-4376-b278-3a71c0c7cd97-210707125053-L5MC.jpeg,
一禅语录,"师父说深陷污泥，有人看到的是前路泥泞，有人看到的却是漫天星空。我深陷污泥，只看到师父晚上要多洗一件衣服。",,《一禅小和尚》
星空飘雨,"即使身处黑暗也不会绝望，因为黑暗会孕育出闪亮的星星我给予你一份年少的眷慕，你却给了我一片浩瀚的星空",,《赠你以星空》
,"对星空说晚安对全世界说晚安独独对你说喜欢",,
,"《应无忧》昔日懵懂青华希许地老天荒而今星空烂漫明月依旧湘水东流",,
,一笑星空乱，一怒天地惊。眸光流转日月黯，绝代风华天下倾。,,
桐华,那是怎样一双惊心动魄的眼眸？漆黑中透着靛蓝，深邃、平静、辽阔，像是风平浪静、繁星满天时的夏夜大海，整个璀璨的星空都被它吞纳，整个宇宙的秘密都藏在其间，让人忍不住凝望、探究。,,《那片星空，那片海》
,只要能拥抱我的月亮，那么失去整片星空也是值得的。,,
,当你抬头仰望星空时，你觉得你在看星星，其实星星也在看你啊。,,《李雷和韩梅梅》
彭柳蓉,人山人海里，她那么孤独而无助。所有的幸福欢乐都与她无关，星空辽阔，重要的人已经失去。在这万物欢腾的时刻，她的灵魂却渐渐变得冰冷。,,《星愿大陆》
彭柳蓉,"当星光落在被埋葬的古夕城的顶尖，命运的波澜会带来魔族繁盛的消息。一百个一百年里，月亮将背叛整个星空，黑色的洪流会席卷而至。",,《星愿大陆》
,我此一生，许多岁月都踽踽独行于黑暗之中，我的生命与灵魂是死水一样的寂静，直到有一人说，她在我眼中看见了星空，或许她不知道，我眼中只有夜幕，而她是闪亮的所有。——厉尘澜,,《招摇》电视剧
,"通往无极之渊的路上，布满了未知的艰难。少年侠岚们继承了先辈的意志，越过层层的荆棘，翱翔天际，寻找那道能指引方向的光芒。星空黯淡无光，大地满目苍凉，俯仰天地，不变的是他们那炳若日星的目光。",,《侠岚》
陈粒,你是我梦里 陌生 熟悉 与众不同，你是我梦里 幻想 现实 不灭星空。,,《种种》
何炅,"青春是什么？青春就是输得起、看得开，青春就是去经历一切你未曾拥有却仍然向往的，青春就是再近的地方也要跑着去，青春就是在每一个当下，都能抬头，仰望星空，念念不忘自己的梦。",,《来得及》
猫腻,唯星空与姑娘……与美食与美酒与小说与电影与风景与宇宙与真理与自己不能辜负。,,《择天记》
,"我行于此时的夜雨，若不是黑夜，我一抬头，便会看到天空被雨切割的支离破碎…我观，雨与地落成90度。我抬头望了天仰作45度。雨水便又进了眼眶转成360度。我遥望有你的那片星空，叹了一叹，这一叹，哈哈，，， 何止千百度。。。",,
莫梵稀,"生命如果有颜色，会不会看上去，就像梵高的《向日葵》和《星空》；
生命如果有态度，是不是听上去，就是贝多芬的《田园》和《英雄》；
生命的意义，是如此厚重，无论我们怎样全力以赴都不为过，因为，我们生而为人，生而为众生。",https://static.juzicon.com/contribute/image-21d71bb2-06bc-4380-9d60-465c351c920d-200614153042-ROM4.jpeg,
桐华,浩瀚的星空中，有万千星辰在闪耀。,,《散落星河的记忆》
丁墨,"――当他负手站在星空下，温柔凝视着我。我看到星星化为流光，在他身后坠落。Star-Drift，他们敬畏地称他为“星流”。",,《他与月光为邻》
李白◎凤求凰,我化作璀璨星空只为点亮你那灿火的翅膀。,,《王者荣耀》
,你来的那年，樱花盛开在了我们共同走过的每一处，空气中处处都弥漫着淡淡的花香，全是甜蜜的味道。你走的那年，我心中的樱花落了一地，那醉人的花香依然璀璨了整个星空，但是却无法遮掩你离开后贻予我的伤。,,
指尖的咏叹调,"星空凝视过一切过往，而我见证着星辰的变迁。    我说，每一个生命都有它们自己的传奇故事。",,《苏文之书》
,是你错过了星空，还是我错过了你，到最后，还是只有我，独自望着星空。,,《星空》
,我不想再等了，死亡就像星河，垂暮只不过是在去星空的路上徜徉漫步。,,《至爱梵高・星空之谜》
雷蒙德・卡佛,好多年后，我还想放弃朋友，爱情，灿烂星空，换座无人在家的房子，无人回来，酒想喝多少有多少。,,
,我送你整个星空 的璀璨，你却说，爱上了日出的温暖。,,
玖月晞,彭野，保护站三队队长，个性脾气都很硬的男人，但心里很软，他说追捕盗猎者的目的不是为了把他们关起来，而是让他们不再做。他不喜欢吃土豆，喜欢红烧牛尾。他喜欢画地图，喜欢看星空，他还知道风会从哪个方向来,,《他知道风从哪个方向来》
狄戈,司羽并没有坐下，只是居高临下似笑非笑地看着她。餐厅的灯没有全开，一束昏黄的光线让氛围有些浪漫，背光的他面容不甚清晰，安浔只看到他那双熠熠生辉的眼眸，像是将汀南的星空都装了进去。,,《汀南丝雨》
,"雨停了      云层散开后      是虚假的星空      体贴的话语      融化紧闭的门扉      女人深陷其中      陷入那比黑更黑的     无底的沼泽      男人在虚假的星空中看到的     是苍色燃尽的光辉     以及它的坠落",,《黑之契约者》
,夜深人静，思绪飘于九天之外……星空中俯视有你的地方。抛开白日的喧嚣，享受此时此刻的宁静。,,
辰东,如是有一天，星空炸裂，乾坤倾覆，只剩下你一个人，虽无敌世间，但到头来却只能回忆，看红颜白发如雪，魂归黄土，看友人倒在岁月中，沉睡墓地，到了那个时候，你便会有相应的心境了。,,《完美世界》
,"从我记事开始我就喜欢看星空而这并不是为了遇见外星人而是为了遇见你",,《降临(电影)》
,没有星星和月亮的星空，谁又懂得寂夜的惆怅和孤寂。,,
,再见，现实：你好，星空,,《北大宣传片星空日记》
康德,世上最奇妙的是我头上灿烂星空和内心的道德准则。,,
,即使星空不再，天空也需有人去仰望。,,
吴晓波,时光让无数梦想破碎，让很多河流改道；让数不清的青春流离失所，却只有它还在星空下微弱地闪光。,,《把生命浪费在美好的事物上》
念九卿,"望着星空也能想起你璀璨的瞳孔，比起明月的光芒万丈也过犹不及。",,
申赋渔,我又流浪了许多年。一路上，我碰到了一个一个人。我常常想，他们也是一颗一颗的星星，或明或暗，或近或远，或大或小，他们高高悬挂在天幕，构成一个星空――我们时代的天空。而那些星星，也照耀着我灰暗而平凡的人生。,,《一个一个人》
,当微风吹过树梢，叶子笑了；仰望星空，满天的星星眨着眼睛，月亮弯着腰，微笑着冲我点了点头！我想，此刻的我是幸福的！,,
,和你一同仰望的星空，是怎样的呢？,https://static.juzicon.com/contribute/image-83e7a108-a126-43a1-a9b5-f429e24deaf2-200310205426-GUON.jpeg,《四月是你的谎言》
,今夜是没有月亮的，有的只是漫天的星光...在山上，这星光是透彻的亮，就和前一夜我在这个镇子上看见的星空一样，那种透彻清亮的光能直入人的心底，而如今刚一拐进镇子的正街，就觉得这漫天的星光仿佛都染上了一层血色，朦朦胧胧，为整个镇子染上了几分惨烈的气息。,,
LOL,我仰望星空，军赖孩众星祈祷。只盼你能出现。,,《众星上一军赖觉之子》
泰戈尔,不要因为日落而难过，因为你会错过更美的星空,,
,每当仰望星空  我的世界就会变得安静,,
,我想和你见面，地点你选，森林、沙漠、世界尽头的星空，草原、海边、清晨大雾的胡同，只要别在梦中。,https://static.juzicon.com/contribute/image-98d2ecbd-0599-4f6b-b7da-879cc531d87a-200220134431-GNRP.jpg,
熊培云,只要你站得足够高，就会发现，大地是星空的一部分。,https://static.juzicon.com/contribute/image-19845429-d7bd-49a7-967b-0313fbd52c55-200307002455-S21J.jpg,
,星空为什么那么好看？你觉得是因为最亮的那一颗，是，大家会对着最亮的那颗星星说“看，启明星！”但那些聚在一起发光，一起成为北斗七星猎户星座的那些星星就不好看了吗？也不能说它们是陪衬。反正我觉得，某些即使再微弱，也还在发光的星星，可能比最亮的那一颗好看得多。,,《如此可爱的我们》
凉生,星空很大，可是星星很爱他。星星很小，可是星空很爱她。,,《致树先生》
,"淡蓝色代表天空，它能包容你所有的情绪。深蓝色代表海洋，它能容纳你所有的悲伤。曾深爱的人消失在天空之下，隐没在深海之中。每当想起，你总会仰望星空然后不觉泪流向海。",,
,我在等待，等待一个可以和我一起看星空的人，一起看潮汐的人。 我在等待，等待一个可以和我一起悲伤的人，一起开心的人。 我在等待，等待一个可以和我蹒跚的人，一起奔跑的人。 我在等待，等待一个可以等我的人！,,
,匆匆一天又结束. 时间从来. 都不会停住. 遥遥星空. 此生寄何处. 谁知道我. 心中多凄楚. 忙碌的脚步. 盲目的忙碌. 为谁付出. 为谁孤独. 心中的痛苦. 该向谁倾诉. 人生如梦般匆促再美的梦也有清醒时过了今夜又黎明,,
费尔南多・佩索阿,"自由意味着休息、艺术成果，还有我生命中智慧的伸展。 我觉得，我爱这一切，也许这是因为我没有别的东西可爱，或者，即使世上没有什么真的值得任何心灵所爱，而多愁善感的我却必须爱有所及。我可以滥情于区区一个墨水瓶之微，就像滥情于星空中巨大无边的冷漠",,《惶然录》
少年忘川,"世界逐渐褪色，黑暗代替黎明。
命运的齿轮将会重组。
在哪无尽的星空里，
是否存在着一颗可以照亮我的星。",https://static.juzicon.com/contribute/image-b72da029-fe8e-48d8-ada4-91e75351ec0a-191110111211-SQ1U.jpg,《心》
,我们曾守望春花秋月，也曾守望熠熠星空。,,
江南,战争序幕于鲜血尚未凝固前的再次拉开。每个人都无法逃避的时刻，谷玄和北辰在星空中看不见的角落，以满潮之相对冲……,,《九州缥缈录》
,我们虽然坐落在不同的城市，但可以仰望同一片星空。,,
,仰望同一片天星空的你我却已不是同一天空下的人。,,
,最好时光三要素――大海，星空，你。,,
逆流,我们曾一起仰望星空，我说世界好小，他说世界好大。,,《风的声音》
,"我们生活在泥沼之中，但是有人依然仰望星空We are all in the gutter, but some of us are looking at the stars.",,《王尔德》
几米,"那时候，未来遥远而没有形状，梦想还不知道该叫什么名字我常常一个人，走很长的路，在起风的时候觉得自己像一片落叶仰望星空，我想知道：有人正从世界的某个地方朝我走来吗 像光那样，从一颗星到达另外一颗星后来，你出现了。又离开了。",,《星空(几米图书)》
,"什么 这怎么可能嘛 就那种 就她 就理子那种可笑的名字啊
还嚣张的要命 一副高高在上的样子
那什么 她跑来挑衅的时候 眼睛都在闪闪发光啊
真的闪闪发光哦 真的是闪闪发光哦
那什么 真的是 那什么
是星星吗 满天的星空吗
满天的星星 那什么 都在她的眼睛里",https://static.juzicon.com/contribute/image-54f8b2dc-4eed-4c48-b84e-914454d2211a-191125101918-LB4G.jpg,《我是大哥大》
玄色,好像是天上的星空忽然都坠落到了她的身边，让她整个人都身处在星空之中，身周全部都是围绕着她旋转的星星，而且间或还有一闪而过的流星。,,《朔月》
兰欣,[ 蓝色星空下，一抹余晖闪过，来不及挽留就已离去。你以光速在我心上留下你的余温，始终忘不掉的那温柔。 ],,
,"“我不是自己的主人，        我只是命运的一扇门。  当诸神在星空吟唱生命，  我如大地上飘落的尘。 我唱着属于我的歌走向东方，  水畔的你朝西眺望。如果星辰曾给我一刻自由的存在，  我会为你采摘那朵白莲花。”",,
祢夜,在同一片星空下，你我对坐着种喃。,,《祢夜》
冯唐,"我看到的今夜的星空 
是几万年前的星光
我看到的你是此时的你",,
夏挽,烟花本美，始于所期，梦之皎皎，美极幸载。这山海无声，这海涛无悔，这万里不回，这纵然拾首，星空依旧，少年无所踪。,https://static.juzicon.com/contribute/image-37636ab5-5690-4493-9a4b-6b0b8d22206f-200131090316-AIPT.jpeg,《知意》
,"你眼里的锦绣山河是我从未见过的万里河山
你眼里的星辰大海是我从未见过的皓月星空",https://static.juzicon.com/contribute/image-3c3e11fc-9b8b-4aab-9965-7aeafd373d89-200312125035-ILPJ.jpg,
都子她小洛,相识这么多年，乔景溪早还为用年当摸清楚了阮星空的脾对是，这我说的是比利句过风成然，后过的是比利个动作，乔景溪家每个上多事每也成提前一秒预感到。,,《便之见，北极光》
,一生所获，不如一夜星空。,https://static.juzicon.com/contribute/image-959e27d8-3eaf-4384-8627-7d4120e768d6-191130151323-WRL9.jpeg,
康德,有叫去会大件中小孩好物越思考对发得是越觉得震撼与敬畏，发得是风成比觉风是我头上的星空和我心中的道德准则。,,《实来践有她想种发性批判》
路非,从我睁开眼睛的刹那，我的眼睛，只能注视着一个人，我的耳朵，只能听见一个人的声音。她的悲喜，亦是我的悲喜，她的心愿，便成我毕生之追求，她的悲痛，是我永世不灭的伤。哪怕陨落为尘土，消散于星空，我，绝不会背弃她。,,《第一狂妃：绝色邪王宠妻无度》
刘耀文,"躺在你学校的操场看星空
    教室里的灯还亮着你没走",https://static.juzicon.com/contribute/image-7c13ee9b-4c5f-406c-84af-285a7dcdbd0e-201114234326-USFL.jpeg,
,在城市里看不见璀璨的星空，不是因为星空在城市里变暗了，而是因为城市太亮了。在生活中看不清事实，不是因为在生活中的事实不够明确，而是因为生活太喧嚣了。,,
,那一年我们望著星空，有那么多的灿烂的梦。以为快乐会永久，像不变星空，陪著我。,,《星空》
,"站在校园望星空幻想着天马行空",,
烽火戏诸侯,你们给我听好了，我叫曹蒹葭，我是陈二狗的媳妇！我要陪他抬头看星空灿烂，心中如画江山！一辈子！,,《陈二狗的妖孽人生》
非天夜翔,"耿小杰喃喃道：“有两样东西，愈是经常和持久地思考它们，对它们日久弥新和不断增长之魅力以及崇敬之情就愈加充实着心灵。”陆飞虎：“我听过这句。” “嗯。”耿小杰说：“我头顶的星空……”陆飞虎说：“和我心中的爱情。”",,《幺儿》
撸猫客,星空低垂和湖面相接，在这方平镜的边沿耸立着一座古老的城堡。,,《综英美正义路人》
,"我们都是浩瀚星空的一粒微尘,但即使再小的微尘,终有一天也会大放异彩。",,
,即使前途无量，但我们依旧会仰望星空,https://static.juzicon.com/contribute/image-1e459856-8e26-496e-8517-7aead97ec9ea-191223231203-2JUV.jpeg,
,有人说天上的每一颗星星都代表着一对相爱的情侣。如果有天你厌倦了，要离开的时候。记得告诉我，在我们分开前让我把整个星空拍下来，因为我怕我们的星星不亮了，我再也找不到它的位置和它行走过的轨迹,,
姚瑶,"这个世界上，没有人理所当然要陪在你身边也没有人会永远等你。但是，你总要相信，浩瀚星空，茫茫人海，总有一个人会一直等你，而那个会一直等你的人，才是今生会在一起的人。",,《失眠症患者的夜晚》
,"日本导演北野武说过：""仰望星空的人或许会认为星星多么美丽，可星星却在以几亿度的热量在燃烧。""",https://static.juzicon.com/contribute/image-dae980b3-6092-4dde-9a53-d5921be6ae01-191225101912-XGEI.jpeg,
,一个时时不忘抬头仰望星空的男人，他的爱，深遂广阔而又温暖平实，他的爱，强势笃定而又温柔细腻，像父母，兄长，爱人，这就是程迦所要的“确切的爱”。,,《他知道风从哪里来》
,“什么？我喜欢她？这怎么可能嘛！就那种，就她，就她那种可笑的名字，还嚣张的要命，一副高高在上的样子，那什么，她跑来挑衅的时候，眼睛都在闪闪发光啊，真的在闪闪发光，真的是闪闪发光哦，那什么，真的是…那什么…是星星吗，满天的星空吗，满天的星星，都在她的眼睛里啊。”,,《我是大哥大》
,我知道暮春没来，但言六月热夏渐渐，紫木李仍然如故的芳蕊尽绽，苍茫的大地寂静温暖，抵过三秋十里桂花长安，我望着未知的星空寄语，倾诉着夜雨而缠绵不断，我选择了自己，这是过客的想念。,,
白岩松,今人虽有百度、谷歌，获取咨询与知识极其容易，但有识无智，只有知识却少有智慧。古人获取知识不易，但多智少识。......可能是现代人都盯着屏幕，古人只能仰望星空吧。,,《白说》
,"你是我遇到最美的星只不过是颗流星划破了我的星空却只留下了一道痕迹",,
炽小妖,茫茫天道，我从何而来，又往何处而去，平行的星空，在此刻交错相会，是缘起？还是缘灭？,,《异世墨莲》
,"借着萤火虫的光
我悄悄跟随你的脚步
想要和你倾诉的爱恋啊
在你回首的刹那
又被我藏了起来

我将所有欲对你说的心事
藏进了你身后的那片星空
但愿能有颗星
能进去你的梦中

                  ——陶枝鱼",https://static.juzicon.com/contribute/image-8e4749a2-fcac-4c37-96a3-bca517960285-200110011740-CNET.jpg,
,"我的心底深处
藏有一片星空
这里的每一个文字
都是其中的一颗星星

                    ——陶枝鱼",https://static.juzicon.com/contribute/image-8e4749a2-fcac-4c37-96a3-bca517960285-200110015352-5LME.jpg,
,星星损落了，但黯然不了星空灿烂，黯然不了宇宙银河,https://static.juzicon.com/contribute/image-a9c49d00-14fc-458a-9602-800e79ffb66e-200217185935-H5RF.jpg,
,我愿在星空下等待，等待一颗星星被我感动，划破寂静的长空，载满我的心愿，滑落在你的枕边,,
陶立夏,夜晚来临，坐在门廊上看星空。斗转星移之间，你会感觉自己置身的这座岛屿正像落日般缓缓坠入海中。流星自银河的边界划过，而心里却连一个愿望都没有。美酒、星空、海浪、晚风，人生何求？,,《岛屿来信》
网易云音乐用户,"我们为什么要奋斗？
我们不过是茫茫人海中的一员 想要掀起巨浪……
还要常常抬头仰望，看看星空距离我们，还远吗？",,《网易云音乐》
白槿湖,最难做但必须做的事情，就是热爱生活，即使备受苦难。因为生活就是一切。万念俱灰时，支撑着活下去的，不是信念，不是梦想。是这世上的美，辽阔深远的海洋，广袤无垠的草原，连绵起伏的群山，浩瀚清邃的星空。还有你，始终存在的你。,,《尽余生》
,零点时分上帝给予了我人生第十九年的生命光华。星空闪耀。烛光湮灭。谢谢那些捎来信息祝福我的朋友们。站在城市的中央，我们其实都是一样的孩子。因为心中有梦想，所以才甘心流浪。,,
,"生活在阴沟里，
    依然有仰望星空的权利。
         ✨",https://static.juzicon.com/contribute/image-7f454f27-91ec-4b85-8113-03fa86aee70f-200219123353-I1RC.jpg,
,我喜欢夏天的绿荫，秋夜的星空，冬日的雪原，我喜欢一切美好的事物，但是它们加起来都不及我喜欢你的万分之一。,https://static.juzicon.com/contribute/image-98d2ecbd-0599-4f6b-b7da-879cc531d87a-200220192742-UHJW.jpg,
,"我向往星空 山河
和醉人的夕阳
我是浪漫主义崇尚者
唯浪漫不渝 唯浪漫不死",https://static.juzicon.com/contribute/image-4109da4b-a6e9-4306-b0d7-10032dc1dfce-200924210857-N91F.jpeg,
,夜晚的星空模糊你你的视线，却清晰了心中所见,https://static.juzicon.com/contribute/image-5775f0b3-4f6b-4daa-b78f-780382b2d2f3-191001225019-2L8U.jpeg,
,我曾经有过很多天马星空的想法，那仅是代表我年轻的唯一象征。,,
李健,"你曾像繁星闪烁，当你从我的身边坠落。如同从未发生过，这世界不会在意你的微弱。如此浩瀚的星空，容不下一颗小小星辰。熄灭真实的光亮，我知道你的脆弱是你的坚强。如果不能，让这一切触及心灵，别问这丧钟为谁而鸣。",,《如果可以》
,一首歌，一篓温润，还有一片星空。 且风听吟，轻掬一滴泪。 低吟浅唱，挽留一印迹。 那词。那句。那旋律。 那人。那情。那回忆。 不变的只剩亘古的歌谣。还有心底不走调的韵律。,,
第十二话 在墙壁另一面取回失去的东西之时,"在大门内可以寻回曾经失去的东西     在那绿色雾气之后所看到的是     是恶魔还是被诅咒的过去呢     不可能再次复返的日子     被血染红的记忆     消失在镜子对面的星空是那天和你一起所看到的星空     契约者不会做梦     然后会付出代价",,《黑之契约者》
,我喜欢你 有多喜欢？就像你喜欢天上的星空一样 美丽却遥远,https://static.juzicon.com/contribute/image-5055e0da-9465-4c37-8ba1-d01d8ad338c6-201115103833-IKRP.jpg,
,有些坚持不必刻意，有此放弃无须不舍。该来的，就用心的虔诚，守候某个绚丽的瞬间；该走的，就多点豁达与仁爱，别让自己身心俱疲。莫蜷缩在遗憾与抱恨的阴霾里，拨开乌云，方见晴日，你眷恋一段无关的光阴，必将错失更多挚爱的风景。白天沐浴阳光，夜晚遥望星空，流年易逝，切勿枉活此生。,,
,时间悄然流逝，同样的星空，星空下兜兜转转慢慢长大的我。，从青涩懵懂的少年，到现在离家千里在外工作，唯一不变的，是一直陪伴我的这一方星空。,,《柠檬电台》
独木舟,你曾给我的星空，后来我也在别处看到。但愿你曾少我的，将来我也能在别处得到。,,《我亦飘零久》
,原来，星空并不需要仰望，以梦为梯，触手可及,https://static.juzicon.com/contribute/image-1851b7f4-1174-47f6-aea6-74b526787ad8-200223101134-S4IR.jpeg,
,抬头是蓝天星空，无论多难受都要昂起你的头，你会发现眼泪会无声的离开，心会逐渐明亮起来，陌生人，祝你新的一秒能够开怀大笑.,https://static.juzicon.com/contribute/image-1a8549f3-6522-4507-9349-2410a5b8fad1-200224054447-YCWK.jpg,
格言,流星一旦在灿烂的星空开始炫耀自己光亮的时候，也就结束了自己的一切。,,
,不知从什么时候开始，我们不再感动于星空的绚烂，云朵的变化，路边偶遇一只漂亮的野猫，喧闹街角的一家唱片店。被生活钝化的感觉，却还是相信着是会有一份刻骨铭心的爱情，也许是我们最后的信仰。,,
,我们寻找着个人的真实，却在星空下失去真实的个人，然我们在此，便是真实。,,
,"所有的转折隐藏在密集的鸟群中天空与海洋都无法察觉怀着美梦却可以看见摸索颠倒的一瞬间所有的怀念隐藏在相似的日子里心里的蜘蛛模仿人类张灯结彩携带乐器的游民也无法传达这对望的方式接近古人接近星空",,《路边野餐》
网易云音乐,你能听到我内心的声音吗。 没有微弱的呐喊，甚至连出声的机会都没有。 你知道星空下的海和一望无际的你一样吗？ 像是人心的无底洞，像是被风拂过的绿草。 也不想接受一些记忆的骗局，也不想接受伤害的言语。 就像你一样。正如你一般。 我又何曾想过这些那些，但是很高兴认识你。 很高兴你离开-,,《Akie秋绘-打上花火-drebm评论》
,我们曾听过大海的声音，闻过大海的味道。轻吻着头顶的天空，拥有天空的拥抱。凝视星空的时候最有说不出的味道。,,
辰东,夜里，我会仰望星空，望向另一边，为你祝福，我知道你在那一端,,《遮天》
埃克苏佩里,"如果你爱上了某个星球的一朵花。那么，只要在夜晚仰望星空，就会觉得漫天的繁星就像一朵朵盛开的花。

所以无论走到哪里，小王子始终都记得，在那颗遥远的B612星球上，有他心爱的一朵玫瑰花。若是那朵花被羊吃了，那么所有星辰都会变得暗淡无光。",https://static.juzicon.com/contribute/image-2034a16d-9106-4788-b29a-5bf85245f796-210611215422-WD0G.jpg,《小王子》
,"We are all in the gatter,but some of us are looking at stars. 
我们生活在阴沟，但仍有人仰望星空。

——奥斯卡·王尔德",,
,我自明月，向宇宙，向星空，向你。,,
马克·李维,我们每个人都是浩瀚星空中的一粒微尘。,,《第一日》
,如果注定要有人仰望星空，那我何不爽快一点举杯邀月,,
